-0.07260795	0.13937369	0.0032634772	-0.21324034	-0.031139003	0.28048015	-0.17514145	0.21808983	-0.21702404	-0.022889016	-0.3979614	-0.048330154	0.2642721	-0.22170371	0.20046493	-0.33868405
-0.25903168	-0.18921149	-0.23481545	-0.37495294	0.23533511	0.5117414	0.09997634	-0.13161793	-0.55718917	0.091719516	-0.47191703	0.23515652	0.060662456	-0.5889268	-0.09184036	-0.13618584
0.14493921	0.13266343	-0.41281718	-0.3104849	0.007213405	0.714278	0.13200161	-0.34609082	-0.05820009	0.5165417	-0.34378114	-0.22312737	0.17459482	-0.037665572	0.33133525	-0.39483437
-0.11424753	0.25378197	0.089772485	-0.121314205	-0.19796567	0.12770912	-0.14075434	0.42749476	-0.08365708	0.0107069975	-0.10507865	0.05406366	0.14251524	-0.124264374	-0.039708987	-0.2396261
-0.18959245	0.38982195	-0.33786276	-0.37876987	-0.57284063	0.37921584	0.33911115	0.13197789	0.13400173	0.16160992	-0.26583168	-0.38780406	-0.20029362	-0.0014420582	-0.03271589	-0.25669914
0.7757126	0.32450983	-0.26625338	0.45482254	0.12469979	0.5588763	-0.26783744	-0.5795669	0.4437054	0.7324819	0.2677504	-0.3653353	0.69086885	0.5279914	0.80623937	-0.7086613
-0.13983625	-0.09280552	-0.027572852	-0.2378618	0.19187473	0.33318442	-0.016066942	-0.010891907	-0.28909603	0.03987405	-0.2939058	0.21459897	0.1468058	-0.29331023	0.045821972	-0.15424451
-0.28378132	-0.16632994	-0.21779402	-0.3299602	0.05313068	0.36226946	0.15613014	-0.16198602	-0.22996229	-0.122329585	-0.47999677	-0.18503255	0.08625897	-0.25732228	0.07886962	0.028246926
0.2545413	0.49203384	0.28812063	0.27000603	-0.47827795	-0.4074635	-0.26513597	0.39960024	0.58316004	-0.20313868	0.102417156	-0.6298549	0.3901097	0.519358	0.5188111	-0.293035
0.16208713	0.22294371	0.19846119	0.15297249	0.020996286	-0.13786253	-0.24821773	0.26296747	0.17681639	-0.10165329	-0.012352827	-0.12447567	0.29273817	0.095733084	0.3564053	-0.2413407
0.24901934	-0.62456334	0.5077972	0.25453776	0.7946216	-0.17023148	-0.52567226	0.14108205	-0.58142346	-0.15247312	-0.27859923	0.4842451	0.5573654	-0.5312264	0.46749654	0.014321307
